"","Week_Chain","Week_Chain_Num","BUD LIGHT","BUD LIGHT LIME","BUDWEISER","NATURAL LIGHT","MICHELOB ULTRA","SAMUEL ADAMS BOSTON LAGER","SMIRNOFF ICE","MIKES HARD LEMONADE","COORS LIGHT","MILLER HIGH LIFE","MILLER LITE","BLUE MOON BELGIAN WHITE ALE","SHINER BOCK","CORONA EXTRA","HEINEKEN","SAMUEL ADAMS SEASONAL","SHINER ANNIVERSARY","CORONA LIGHT","DOS EQUIS XX LAGER ESPECIAL","BUDWEISER AMERICAN ALE","SHINER BOHEMIAN BLACK LAGER","HEINEKEN PREMIUM LIGHT LAGER","BLUE MOON SEASONAL COLLECTION","BUD LIGHT GOLDEN WHEAT","TECATE","BUD ICE","MILLER GENUINE DRAFT LIGHT 64","KEYSTONE LIGHT","BUDWEISER SELECT 55","BUSCH","MODELO ESPECIAL","MILWAUKEES BEST LIGHT","BUSCH LIGHT","HARP LAGER","GUINNESS DRAUGHT","MILWAUKEES BEST","SHINER SEASONAL","BIG FLATS 1901 LAGER","BACARDI SILVER MOJITO","BACARDI SILVER SIGNATURE","BUD LIGHT CHELADA","BUDWEISER SELECT","LANDSHARK LAGER","ODOULS","ZIEGENBOCK AMBER","MICHELOB LIGHT","MICHELOB ULTRA LIME CACTUS","SHOCK TOP BELGIAN WHITE ALE","CAPTAIN MORGAN PARROT BAY","SMIRNOFF XBT","SMIRNOFF ICE GREEN APPLE BITE","SMIRNOFF ICE MANGO","SMIRNOFF ICE PINEAPPLE PINA","SMIRNOFF ICE STRAWBERRY ACAI","SMIRNOFF ICE TRIPLE BLACK","MIKES HARD SEASONAL","NEW BELGIUM FAT TIRE AMBER AL","FOUR LOKO","REAL ALE FIREMANS #4 BLOND AL","LONE STAR","OLD MILWAUKEE","COORS","COORS NON ALCOHOLIC","ICEHOUSE","KEYSTONE ICE","MICKEYS MALT LIQUOR","MILLER CHILL","MILLER GENUINE DRAFT","MILLER HIGH LIFE LIGHT","MILWAUKEES BEST ICE","STEEL RESERV 211 HGH GRAVTY L","SIERRA NEVADA PALE ALE","SHINER FAMILY REUNION","JOOSE","MAX","CZECHVAR","STELLA ARTOIS LAGER","NEGRA MODELO","NEWCASTLE BROWN ALE","NATURAL ICE","SAINT ARNOLD FANCY LAWNMOWER","CANTINA","OLD MILWAUKEE LIGHT","NEW BELGIUM RANGER IPA","SMIRNOFF","SIERRA NEVADA KELLERWEIS","SIERRA BLANCA ALIEN AMBER ALE","MIKES THE CLASSIC MARGARITA","SPARKS","FOSTERS LAGER","BUDWEISER CHELADA","ROLLING ROCK EXTRA PALE","MICHELOB","MICHELOB ULTRA AMBER","SAMUEL ADAMS LIGHT","BOULEVARD WHEAT","WIDMER DROP TOP AMBER ALE","SMIRNOFF ICE LIGHT","DUNDEE HONEY BROWN LAGER","MIKES HARD CRANBERRY LEMONADE","GEORGE KILLIANS IRISH RED LAG","RED DOG","LEINENKUGEL BERRY WEISS","LEINENKUGEL CLASSIC AMBER LAG","LEINENKUGEL SUNSET WHEAT","SAINT ARNOLD ELISSA IPA","SIERRA NEVADA PORTER","SHINER BLONDE","SHINER HEFEWEIZEN","SHINER LIGHT","HOEGAARDEN WHITE ALE","STEINLAGER","SAINT PAULI GIRL","GUINNESS EXTRA STOUT","RED STRIPE","DOS EQUIS XX AMBAR LAGER","TECATE LIGHT","LABATT BLUE","MOOSEHEAD","FOSTERS PREMIUM ALE","GROLSCH LAGER","PERONI NASTRO AZZURRO","PILSNER URQUELL","SAPPORO PREMIUM DRAFT","BAVARIA LAGER","WOODCHUCK DRAFT CIDER AMBER","SAMUEL ADAMS CHERRY WHEAT","WIDMER BROKEN HALO IPA","WIDMER HEFEWEIZEN","PYRAMID APRICOT WEIZEN ALE","MIKES HARD LIME","LEINENKUGEL HONEY WEISS","LEINENKUGEL SEASONAL","SAINT ARNOLD AMBER ALE","KIRIN ICHIBAN","HORNSBYS AMBER DRAFT","PYRAMID HAYWIRE HEFEWEIZEN","NEW BELGIUM ABBEY BELGN STYL","SIERRA NEVADA STOUT","CARLSBERG","PACIFICO CLARA","TSINGTAO","SMITHWICKS IRISH ALE","AMSTEL LIGHT","HEINEKEN SPECIAL DARK","CUSQUENA","MURPHYS IRISH STOUT","WARSTEINER PREMIUM VERUM","BUD ICE LIGHT","ROCK LIGHT","SMIRNOFF ICE WILD GRAPE","MIKES COCKTAILS MIKE ARITA","SAPPORO RESERVE LAGER","NEW BELGIUM SUNSHINE WHEAT","BACARDI SILVER","MOLSON CANADIAN","ABITA AMBER","WILD BLUE","MICHELOB AMBER BOCK","SMIRNOFF ICE RASPBERRY BURST","FLYING DOG MIXED PACK","FULL SAIL AMBER ALE","DUNDEE CRAFT PACK","MIKES HARD MANGO PUNCH","NEW BELGIUM 1554 BLACK ALE","REAL ALE SAMPLER PACK","STONE ARROGANT BASTARD ALE","SPATEN PREMIUM","WOODCHUCK DRAFT CIDER","MICHELOB SEASONAL","MICHELOB ULTR POMEGRANAT RSPB","MIKES HARD POMEGRANATE LEMONA","NEW BELGIUM SEASONAL","NEW BELGM TRIPPL BELGN STYL A","SPARKS PLUS","BASS PALE ALE","SOL","HORNSBYS","WOODCHUCK DRAFT CIDER VARTY P","ABITA JOCKAMO IPA","BROOKLYN LAGER","NEW BELGIUM FOLLY SAMPLER","SUMMIT EXTRA PALE ALE","PAULANER HEFEWEIZEN","ACE","REDHOOK ESB","FLYING DG DOGG STYL CLSSC PL","BECKS","BECKS PREMIER LIGHT","SMIRNOFF ICE WATERMELON","DOGFISH HEAD 60 MINUTE IPA","ANCHOR PORTER","KONA FIRE ROCK PALE ALE","BOHEMIA","SMIRNOFF ICE PASSION FRUIT","BLUE MOON VARIETY PACK","ABITA HARVEST SERIES","DESCHUTES MIRROR POND PALE AL","BITBURGER PREMIUM","BUD LIGHT PARTY PACK","ABITA PURPLE HAZE RASPBERRY W","ABITA SEASONAL","ABITA TURBODOG","BUDWEISER DRY","BIG SKY MOOSE DROOL BROWN ALE","KONA SEASONAL","MIKES HARD LT CRANBERRY LEMON","OLD MILWAUKEE N A","PEARL LIGHT","SCHLITZ","SCHLITZ MALT LIQUOR","BODDINGTONS PUB CREAM ALE","BUCKLER NA","CRISTAL","BUSCH NA","SAMUEL ADAMS BREWMASTER COLLE","SMIRNOFF ICE POMEGRANATE FUSI","PABST BLUE RIBBON","TILT","BLUE MOON GRAND CRU","SAINT PAULI N A","STAMPEDE LIGHT PLUS","STONE INDIA PALE ALE","BELHAVEN SCOTTISH ALE","MICHELOB ULTR TUSCN ORNG GRAP","SAMUEL ADAMS WINTER CLASSICS","CARTA BLANCA","NEW BELGIUM BLUE PADDLE PILSN","KALIBER","ESTRELLA DAMM","MURPHYS RED BEER","HARPOON INDIA PALE ALE","SAINT ARNOLD SEASONAL","SIERRA NEVADA SEASONAL","PYRAMID SEASONAL","ANCHOR STEAM BEER","ODOULS AMBER","SMIRNOFF ICE PARTY PACK","DOGFISH HEAD RAISON D ETRE","MIKES HARD POMEGRANATE PUNCH","ROGUE SHAKESPEARE OATMEAL STO","VICTORY HOP DEVIL INDIA PALE","PAULANER SALVATOR","SPATEN OPTIMATOR DARK","RAHR & SONS BLONDE LAGER","ROGUE HAZELNUT BROWN NECTAR A","SHARPS","FULLERS ESB","SAINT PAULI GIRL DARK","GUINNESS 250 ANNIVERSARY STOU","FULL SAIL PALE ALE","CHIMAY RED ALE","FULLERS 1845 ALE","MOLSON GOLDEN","BIG SKY IPA","BOULEVARD PALE ALE","OLD SPECKLED HEN ALE","SANTA FE PALE ALE","SAMUEL ADAMS BOSTON ALE","SAMUEL ADAMS HEFEWEIZEN","RAHR & SONS RAHRS RED AMBER L","RAHR & SONS UGLY PUG BLACK LA","KONA LONG BOARD LAGER","MIKES COCKTLS POMEGRANAT MART","MIKES HARD LIGHT LEMONADE","SAMUEL ADAMS IMPERIAL WHITE","STEINLAGER CLASSIC LAGER","RED STRIPE LIGHT","BECKS DARK","PETES WICKED ALE","TIGER LAGER","PYRAMID THUNDERHEAD IPA","ASAHI SUPER DRY DRAFT","BACARDI SILVER RAZ","MICHELOB SPCLTY ALES & LGRS W","SMIRNOFF RAW TEA","WARSTEINER PREMIUM DUNKEL","TEXAS SELECT NON ALCOHOLIC","SAMUEL ADAMS BLACK LAGER","SAMUEL ADAMS BLACKBERRY WITBI","GOYA MALTA","SCHAEFER LIGHT","TAP ROOM NO.21 PALE ALE","PAULANER OKTOBERFEST","CAGUAMA","HOLLANDE 1620","COLT 45 MALT LIQUOR","TAP ROOM NO.21 AMBER ALE","WIDMER DRIFTER PALE ALE","TAP ROOM NO.21 LAGER","LONE STAR LIGHT","CAGUAMA LIGHT","MICHELOB ULTRA DRAGON FRUIT P","SAMUEL ADAMS VARIETY PACK","MAGIC HAT NO 9 ALE","REAL ALE RIO BLANCO PALE ALE","BRIDGEPORT BLACK STRAP STOUT","CERVEZA IMPERIAL","MAGIC HAT SEASONAL","SAMUEL SMITHS NUT BROWN ALE","CAGUAMA SPECIAL EXPORT","SAINT ARNOLD BROWN ALE","REDBRIDGE","SIERRA NEVADA TORPEDO EXTRA I","ANCHOR CHRISTMAS ALE","TAKE 6 HOME","REDHOOK SEASONAL","WIDMER SEASONAL","KEYSTONE","CHIMAY BLUE ALE","LINDEMANS FRAMBOISE LAMBIC","SAMUEL ADAMS IMPERIAL STOUT","MICHELOB DUNKEL WEISSE","MICHELOB PALE ALE","SAMUEL ADAMS DOUBLE BOCK","BOULEVARD LONG STRANGE TRIPEL","BRECKENRIDGE AVALANCHE ALE","BRIDGEPORT INDIA PALE ALE","ABBEY DE LEFFE BLONDE PALE AL","HAAKE BECK NA","FRANZISKANER HEFE","SPATEN OKTOBERFEST UR MARZEN","TRUMER PILS","UNIBROUE BLANCHE DE CHAMBLY","UNIBROUE EPHEMERE","UNIBROUE LA FIN DU MONDE","REGIA","MICHELOB HONEY LAGER","BOULEVARD SAISON","MIKES COCKTAILS CRANTINI","LOWENBRAU","YOUNGS DOUBLE CHOCOLATE STOUT","BOULEVARD 6TH GLSS QUADRUPEL","SAMUEL SMITHS FAMS TDDY PORTR","BOULEVARD DOUBL WID INDI PAL","REDHOOK LONG HAMMER IPA","SESSION PREMIUM LAGER","SAMUEL SMITH OATMEAL STOUT","ROGUE DEAD GUY ALE","MAUDITE","FAMOSA","DUVEL BELGIAN ALE","LINDEMANS PECHE LAMBIC","BROOKLYN BROWN ALE","ANCHOR LIBERTY ALE","TSINGTAO PURE DRAFT","FULL SAIL INDIA PALE ALE","TONA","OSKAR BLUES DALES PALE ALE","MAGNUM","OLDE ENGLISH 800 MALT LIQUOR","MIKES COCKTAILS LEMON DROP","ABITA RESTORATION PALE ALE","VITA MALT","MIKES HARD BLACK CHERRY LEMON","CRISPIN NATURL HRD APPL CIDR","ACE PILSENER","SUPREMA","QUILMES LAGER","KING COBRA","STONE MILL","REAL ALE FULL MOON PALE RYE A","REAL ALE SEASONAL","SAINT ARNOLD KRISTALL WEIZEN","DOGFISH HEAD INDIAN BROWN ALE","NEW BELGM MOTHERSHP WT ORGNC","KIRIN LIGHT","KRONENBOURG 1664","HOFBRAU MUNCHEN ORIGINAL","SPATEN DARK HEFEWEISS","BUFFALO BILLS SEASONAL","REAL ALE BREWHOUSE BROWN ALE","MALTA HATUEY","MALTA INDIA","PONY MALTA","PULQUE","VITA MALT GINGER","SPARKS RED","BOULEVARD SEASONAL","ALLAGASH TRIPEL RESERVE","ST PETERS CREAM STOUT","FISCHER AMBER","STONE SMOKED PORTER","SCHNEIDER WEISSE HEFE WEIZEN","HACKER PSCHORR WEISSE","DELIRIUM NOCTURNUM","CRISPIN NATRL HRD APPL CDR OR","SAMUEL SMITHS IMPERIAL STOUT","CHIMAY WHITE ALE","ERDINGER HEFE WEIZEN","DIXIE BLACKENED VOODOO","DIXIE LAGER","SAMUEL ADAMS IRISH RED","PAULANER ORIGINAL MUNICH LAGE","BACARDI SILVER O3","DESCHUTES BLACK BUTTE PORTER","WIDMER VARIETY PACK","OMMEGANG ABBEY ALE","WESTMALLE TRIPEL","MAREDSOUS 8 BRUNE","STRONGBOW","SANTA FE NUT BROWN ALE","BRECKENRIDGE VANILLA PORTER","DOGFISH HEAD 90 MINUT IMPERL","FLYING DOG SNAKE DOG IPA","SKA PINSTRIPE RED ALE","SAMUEL ADAMS CREAM STOUT","LEFT HAND MILK STOUT","BLUE MOON SEASONAL","STONE OAKED ARROGANT BASTARD","BIRRA MORETTI","DUNDEE PALE ALE","ROGUE MOCHA PORTER","STONE RUINATION IPA","MIKES HARD VARIETY PACK","LA CHOUFF HOUBLN DOBBLN IPA T","LINDEMANS POMME LAMBIC","BROOKLYN LOCAL 1","BELHAVEN WEE HEAVY ALE","SAN MIGUEL DARK","MAGIC HAT VARIETY PACK","PETES WICKED STRAWBERRY BLOND","KINGFISHER","LEFT HAND MOUNTAIN MIXER","SUMMIT ALE SAMPLER","SESSION BLACK PEMIUM LAGER","SANTA FE CHICKEN KILLR BARLY","TOMMYKNOCKER MAPLE NUT BROWN","LINDEMANS KREIK LAMBIC","LAGUNITAS HOP STOOPID ALE","BLACK SHP MNTY PYTHN HLY GRL","HACKER PSCHORR WEISSE DARK","FLYING DOG TIRE BITE GOLDEN A","LAGUNITAS INDIA PALE ALE","ST PETERS OLD STYLE PORTER","SAMUEL ADAMS PALE ALE","GENESEE CREAM ALE","OSKAR BLUES OLD CHUB SCOTCH A","MIKES HARD LIMEADE","SPATEN OKTOBERFEST","VICTORIA LAGER","BROOKLYN SEASONAL","BRIDGEPORT HOP CZAR IMPERIAL","PAULANER PREMIUM PILS","WARSTEINER OKTOBERFEST","SAINT ARNOLD TEXAS WHEAT ALE","MICHELOB IRISH RED ALE","SAMUEL ADAMS LATITUDE 48 IPA","BRECKENRIDGE SEASONAL","SUMMIT SEASONAL","BARDS TALE DRAGON GOLD","CRISPIN NATURL HRD APPL CDR L","UNIBROUE MAUDITE ALE","SAMUEL ADAMS INFINIUM ALE","LA FE PONY MALTA","LITTLE KINGS CREAM ALE","FLYING DG DOUBL DG DOUBL PAL","RAHR & SONS STORMCLOUD IPA","FLYING DOG SEASONAL","GUINNESS FOREIGN EXTRA STOUT","RAHR & SONS SUMMERTIME WHEAT","DESCHUTES SEASONAL","WELLS BANANA BREAD BEER","MAREDSOUS 10 TRIPLE","SAN MIGUEL","GREENS ENDEAVOUR DUBBEL ALE","ROGUE AMERICAN AMBER ALE","GREENS DISCOVERY AMBER ALE","GREENS QUEST TRIPEL ALE","NORTH CST OLD RASPUTN RSSN IM","BELHAVEN TWISTED THISTLE IPA","ED HARDY DEATH OR LIGHT BEER","OMMEGANG THREE PHILOSOPHERS","XINGU BLACK BEER","BIG SKY SEASONAL","BRECKENRIDGE 471 SMALL BATCH","HENNEPIN BELGIAN ALE","HACKER PSCHORR OKTOBERFEST","HOFBRAU HEFEWEIZEN","ROGUE CHOCOLATE STOUT","LEFT HAND SAWTOOTH ALE","LAGUNITAS SEASONAL","VICTORY GOLDEN MONKEY","SKA TRUE BLONDE ALE","ED HARDY PREMIUM BEER","CHIMAY TRAPPISTS","SAMUEL SMITHS WINTER WELCOME","GREAT DIVIDE TITAN IPA","BROOKLYN BLACK CHOCOLATE STOU","BRECKENRIDGE SAMPLER PACK"
"1","Week1","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583",NA,"1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583",NA,NA,NA,NA,"1583",NA,NA,"1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583",NA,"1583","1583","1583","1583","1583","1583","1583","1583","1583","1583",NA,"1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583",NA,"1583","1583","1583","1583","1583",NA,NA,"1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583",NA,"1583","1583",NA,"1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583",NA,"1583","1583",NA,"1583","1583","1583","1583","1583","1583","1583",NA,NA,NA,"1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583",NA,"1583",NA,"1583","1583","1583","1583",NA,"1583",NA,"1583",NA,NA,"1583","1583","1583","1583","1583",NA,"1583","1583",NA,NA,"1583","1583","1583","1583","1583","1583",NA,NA,"1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583",NA,NA,NA,"1583",NA,NA,NA,"1583","1583",NA,"1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583","1583",NA,NA,NA,NA,"1583",NA,NA,NA,NA,NA,"1583",NA,NA,"1583","1583",NA,NA,"1583",NA,"1583",NA,NA,"1583","1583",NA,NA,NA,NA,NA,"1583","1583","1583","1583","1583",NA,NA,NA,"1583","1583","1583","1583","1583","1583",NA,NA,"1583","1583","1583","1583",NA,"1583","1583",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1583","1583",NA,NA,NA,"1583",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Week2","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584",NA,"1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584",NA,NA,NA,"1584",NA,NA,"1584","1584","1584","1584","1584","1584","1584","1584",NA,"1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584",NA,"1584","1584","1584","1584","1584","1584","1584","1584","1584","1584",NA,"1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584",NA,"1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584",NA,NA,"1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584",NA,NA,"1584","1584",NA,"1584","1584","1584","1584",NA,"1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584",NA,"1584","1584","1584","1584","1584","1584",NA,NA,"1584","1584","1584","1584","1584","1584","1584","1584","1584","1584",NA,NA,"1584","1584","1584","1584","1584","1584","1584","1584","1584","1584",NA,"1584",NA,"1584",NA,NA,"1584","1584","1584","1584","1584",NA,"1584","1584",NA,NA,"1584","1584","1584","1584","1584","1584","1584",NA,"1584","1584",NA,"1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584","1584",NA,NA,NA,"1584",NA,NA,NA,"1584",NA,NA,"1584","1584",NA,"1584","1584","1584","1584","1584","1584","1584",NA,"1584","1584",NA,"1584",NA,"1584",NA,"1584","1584","1584",NA,NA,"1584",NA,"1584","1584","1584","1584","1584",NA,NA,NA,NA,NA,"1584",NA,NA,"1584","1584",NA,NA,"1584",NA,"1584",NA,NA,"1584",NA,NA,NA,NA,NA,NA,"1584","1584",NA,"1584","1584",NA,NA,NA,"1584","1584","1584","1584","1584",NA,NA,NA,"1584",NA,"1584","1584",NA,"1584",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1584",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Week3","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585",NA,"1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585",NA,"1585","1585","1585","1585","1585","1585","1585",NA,NA,NA,"1585",NA,NA,"1585","1585","1585","1585","1585","1585","1585","1585",NA,"1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585",NA,"1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585",NA,"1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585",NA,"1585","1585",NA,"1585",NA,"1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585",NA,"1585","1585","1585","1585","1585","1585","1585",NA,NA,NA,"1585","1585","1585","1585","1585","1585",NA,"1585",NA,NA,"1585","1585","1585",NA,"1585",NA,"1585",NA,"1585",NA,NA,"1585",NA,"1585",NA,NA,"1585","1585","1585","1585","1585","1585","1585","1585",NA,NA,"1585",NA,NA,"1585",NA,"1585",NA,NA,"1585","1585",NA,"1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585","1585",NA,NA,NA,"1585",NA,NA,NA,"1585","1585",NA,"1585","1585",NA,"1585","1585","1585",NA,"1585","1585","1585","1585","1585","1585",NA,NA,NA,"1585",NA,"1585","1585",NA,NA,"1585","1585","1585","1585",NA,NA,"1585","1585","1585","1585",NA,NA,NA,"1585",NA,NA,"1585","1585",NA,NA,"1585",NA,"1585",NA,NA,"1585",NA,NA,NA,NA,NA,NA,"1585","1585","1585","1585","1585","1585",NA,NA,"1585","1585","1585","1585","1585",NA,NA,NA,"1585","1585","1585",NA,NA,"1585",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1585",NA,NA,NA,NA,"1585",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Week4","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586",NA,"1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586",NA,"1586","1586","1586","1586","1586","1586","1586",NA,NA,NA,"1586",NA,NA,"1586","1586","1586","1586","1586","1586","1586","1586",NA,"1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586",NA,"1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586",NA,"1586","1586","1586","1586","1586","1586",NA,"1586",NA,"1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586","1586",NA,"1586","1586","1586","1586","1586","1586","1586","1586","1586","1586",NA,NA,NA,"1586","1586",NA,"1586","1586","1586",NA,"1586",NA,NA,"1586","1586","1586",NA,"1586",NA,"1586","1586","1586",NA,NA,NA,NA,"1586",NA,NA,"1586","1586","1586","1586","1586","1586","1586","1586",NA,NA,"1586","1586",NA,"1586",NA,"1586",NA,NA,"1586","1586",NA,"1586","1586","1586","1586","1586","1586","1586","1586","1586","1586",NA,"1586",NA,NA,NA,NA,"1586",NA,NA,NA,"1586",NA,NA,"1586","1586",NA,"1586","1586","1586","1586","1586","1586","1586","1586","1586","1586",NA,"1586",NA,"1586",NA,"1586","1586",NA,NA,NA,"1586",NA,"1586","1586",NA,"1586","1586","1586",NA,"1586","1586","1586","1586",NA,NA,"1586","1586",NA,NA,"1586",NA,"1586","1586",NA,"1586",NA,NA,NA,"1586",NA,NA,"1586","1586",NA,"1586","1586",NA,NA,NA,"1586","1586","1586","1586","1586",NA,NA,NA,"1586","1586","1586","1586",NA,"1586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
