"","Week_Chain","Week_Chain_Num","MILLER GENUINE DRAFT","MILLER LITE","DOS EQUIS XX LAGER ESPECIAL","HEINEKEN","BUD LIGHT","BUD LIGHT LIME","BUDWEISER","BUDWEISER SELECT","BUSCH LIGHT","BLUE MOON BELGIAN WHITE ALE","BLUE MOON SEASONAL COLLECTION","MIKES HARD CRANBERRY LEMONADE","MILLER GENUINE DRAFT LIGHT 64","SAMUEL ADAMS BOSTON LAGER","MIKES HARD LIME","MILLER HIGH LIFE","TECATE","SAMUEL ADAMS SEASONAL","COORS LIGHT","MILWAUKEES BEST LIGHT","LEINENKUGEL CLASSIC AMBER LAG","STELLA ARTOIS LAGER","NEWCASTLE BROWN ALE","LEINENKUGEL SEASONAL","HEINEKEN PREMIUM LIGHT LAGER","BUSCH","CORONA EXTRA","ROLLING ROCK EXTRA PALE","ICEHOUSE","CORONA LIGHT","MODELO ESPECIAL","GOOSE ISLAND 312 URBAN WHEAT","OLD STYLE","MILWAUKEES BEST ICE","LEINENKUGEL HONEY WEISS","SIERRA NEVADA PALE ALE","AMSTEL LIGHT","MIKES HARD LEMONADE","BECKS","MILLER CHILL","NATURAL LIGHT","CAPTAIN MORGAN PARROT BAY","SMIRNOFF ICE PARTY PACK","KEYSTONE LIGHT","MILLER HIGH LIFE LIGHT","OLD STYLE LIGHT","PABST BLUE RIBBON","BUDWEISER SELECT 55","MICHELOB ULTRA","OLD MILWAUKEE","STROHS","STROHS LIGHT","MICHELOB AMBER BOCK","MIKES HARD VARIETY PACK","OLD MILWAUKEE LIGHT","PABST LIGHT","MILWAUKEES BEST","SHOCK TOP BELGIAN WHITE ALE","NATURAL ICE","MICHELOB LIGHT","NEW BELGIUM FAT TIRE AMBER AL","GEORGE KILLIANS IRISH RED LAG","KEYSTONE ICE","LEINENKUGEL SUNSET WHEAT","BACARDI SILVER","BACARDI SILVER MOJITO","BUD LIGHT CHELADA","BUDWEISER CHELADA","ODOULS","SMIRNOFF ICE","SMIRNOFF ICE GREEN APPLE BITE","SPECIAL EXPORT","MAGNUM","MICKEYS MALT LIQUOR","SHARPS","STEEL RESERV 211 HGH GRAVTY L","BECKS DARK","PACIFICO CLARA","SOL","FOSTERS LAGER","PERONI NASTRO AZZURRO","NEGRA MODELO","SAINT PAULI GIRL","TYSKIE GRONIE","SMIRNOFF ICE RASPBERRY BURST","COORS","BUD LIGHT GOLDEN WHEAT","BECKS PREMIER LIGHT","SMIRNOFF ICE WILD GRAPE","GOOSE ISLAND SEASONAL","MIKES HARD BERRY","BOHEMIA","GUINNESS DRAUGHT","MIKES HARD BLACK CHERRY LEMON","GROLSCH LAGER","PILSNER URQUELL","BUDWEISER AMERICAN ALE","HACKER PSCHORR WEISSE","SAMUEL ADAMS WINTER CLASSICS","GOOSE ISLAND PUB PACK","SMIRNOFF ICE STRAWBERRY ACAI","OLDE ENGLISH 800 MALT LIQUOR","SAMUEL ADAMS LIGHT","GOOSE ISLAND HONKERS ALE","GUINNESS EXTRA STOUT","HARP LAGER","LECH PREMIUM LAGER","RED STRIPE","MICHELOB","LEINENKUGEL BERRY WEISS","LANDSHARK LAGER","BASS PALE ALE","MICHELOB ULTRA LIME CACTUS","BLUE MOON VARIETY PACK","BUD LIGHT PARTY PACK","LOMZA MOCNE","LOMZA WYBOROWE","GOLDEN PHEASANT","LOMZA EXPORT LAGER","MICHELOB ULTR POMEGRANAT RSPB","MICHELOB ULTR TUSCN ORNG GRAP","MICHELOB ULTRA AMBER","REDHOOK ESB","REDHOOK LONG HAMMER IPA","GOOSE ISLAND IPA","SPARKS","LEINENKUGEL RED","HOEGAARDEN WHITE ALE","KIRIN ICHIBAN","CARLSBERG","SMITHWICKS IRISH ALE","LABATT BLUE","LABATT BLUE LIGHT","FOSTERS PREMIUM ALE","SAPPORO BLACK STOUT","SAPPORO PREMIUM DRAFT","BIRRA MORETTI","WARSTEINER PREMIUM VERUM","HORNSBYS","HORNSBYS AMBER DRAFT","WOODCHUCK DRAFT CIDER AMBER","ODOULS AMBER","TWISTED TEA HARD ICED TEA","MIKES HARD LIGHT LEMONADE","BODDINGTONS PUB CREAM ALE","HAAKE BECK NA","ASAHI SUPER DRY DRAFT","CLAUSTHALER","SMIRNOFF ICE TRIPLE BLACK","DUNDEE CRAFT PACK","BACARDI SILVER RAZ","TSINGTAO","SPATEN PREMIUM","ROCK LIGHT","SMIRNOFF ICE WATERMELON","SAMUEL ADAMS VARIETY PACK","LEINENKUGEL","BIG FLATS 1901 LAGER","MAGIC HAT NO 9 ALE","MAGIC HAT SEASONAL","MAGIC HAT VARIETY PACK","GREAT LAKES BURNING RIVR PAL","GREAT LAKES ELIOT NESS LAGER","GREAT LAKES COMMODORE PERRY I","GREAT LAKES DORTMUNDER GOLD L","GREAT LAKS EDMND FITZGERLD PO","GOOSE ISLAND MATILDA","HARPOON INDIA PALE ALE","NEW BELGIUM FOLLY SAMPLER","NEW BELGIUM SEASONAL","MIKES HARD LIMEADE","DOS EQUIS XX AMBAR LAGER","STAWSKI PREMIUM LAGER","SAPPORO RESERVE LAGER","LEINENKUGEL VARIETY PACK","SMIRNOFF","ANCHOR CHRISTMAS ALE","ANCHOR STEAM BEER","BACARDI SILVER SIGNATURE","BELLS SEASONAL","BIG SKY MOOSE DROOL BROWN ALE","SAMUEL ADAMS BLACKBERRY WITBI","SAMUEL ADAMS DOUBLE BOCK","BROOKLYN BLACK CHOCOLATE STOU","SMIRNOFF ICE MANGO","DOGFISH HEAD 60 MINUTE IPA","FLYING DG DOGG STYL CLSSC PL","FLYING DOG K 9 CRUISER WINTR","GOOSE ISLAND CHRISTMAS ALE","GOOSE ISLAND PERE JACQUES ALE","HALF ACRE LAGER","MAGIC HAT LUCKY KAT","MIKES HARD LT CRANBERRY LEMON","MIKES HARD MANGO PUNCH","MIKES HARD POMEGRANATE PUNCH","NEW BELGIUM SUNSHINE WHEAT","ROGUE DEAD GUY ALE","COLT 45 MALT LIQUOR","BLUE MOON GRAND CRU","HEBREW THE CHOSEN BR GENESS A","SIERRA NEVADA SEASONAL","SIERRA NEVADA TORPEDO EXTRA I","SHINER BOCK","THREE FLOYDS ALPHA KING PALE","THREE FLOYDS EXTRA PALE ALE","WINGWALKER AMBER ALE","WINGWALKER PALE ALE","ABBEY DE LEFFE BLONDE PALE AL","BEST OF BELGIUM","SCHNEIDER WEISSE AVENTINUS","SCHNEIDER WEISSE HEFE WEIZEN","GRIMBERGEN BLONDE","KRONENBOURG 1664","KALIBER","CHIMAY RED ALE","LINDEMANS FRAMBOISE LAMBIC","LINDEMANS KREIK LAMBIC","SAMUEL SMITHS WINTER WELCOME","MOOSEHEAD","UNIBROUE LA FIN DU MONDE","GOUDEN HAVEN PREMIUM PILS LAG","SAN LUCAS","WOODCHUCK DRAFT CIDER","REDBRIDGE","SAMUEL ADAMS CHERRY WHEAT","SAMUEL ADAMS IMPERIAL WHITE","GOOSE ISLAND RESERVE","MIKES HARD SEASONAL","CERVEZA IMPERIAL","SAMUEL SMITH OATMEAL STOUT","PAULANER HEFEWEIZEN","EUROPEAN SAMPLER","DOGFISH HEAD 90 MINUT IMPERL","MIKES HARDER CRANBERRY LEMONA","PYRAMID APRICOT WEIZEN ALE","ABITA AMBER","MIKES HARDER LEMONADE","WINGWALKER LAGER","SMIRNOFF ICE PASSION FRUIT","BELLS PALE ALE","GOOSE ISLAND DEMOLITION ALE","NEW BELGIUM RANGER IPA","DUVEL BELGIAN ALE","SAN LUCAS LIGHT","GOOSE ISLAND BOURBON COUNTY S","MIKES THE CLASSIC MARGARITA","SHINER ANNIVERSARY","SAMUEL ADAMS HEFEWEIZEN","MURPHYS IRISH STOUT","NEW BELGM MOTHERSHP WT ORGNC","SAMUEL ADAMS IMPERIAL STOUT","ABITA HARVEST SERIES","NEW BELGM TRIPPL BELGN STYL A","SMIRNOFF ICE PINEAPPLE PINA","THREE FLOYDS PRIDE & JY MLD A","WINGWALKER SEASONAL","THREE FLOYDS GUMBALLHEAD WHT","GOOSE ISLAND SOFI BELGN STYL","ABITA PURPLE HAZE RASPBERRY W","RED STRIPE LIGHT","THREE FLYDS ROBRT BRUC SCOTTS","NEWCASTLE SUMMER ALE","BROOKLYN SEASONAL","HAMMS","DUNDEE HONEY BROWN LAGER","MICHELOB GOLDEN DRAFT LIGHT","GOYA MALTA","ESTRELLA DAMM INEDIT","BELLS AMBER ALE","KING COBRA","MICHELOB SEASONAL","GOOSE ISLAND FLR BELGN STYL A","WILD BLUE","MICHELOB MARZEN","SAMUEL ADAMS IRISH RED","WIDMER HEFEWEIZEN","SMIRNOFF ICE LIGHT","SMIRNOFF ICE POMEGRANATE FUSI","EL SOL MALTA","GOOSE ISLAND HEXNUT ALE","MIKES COCKTAILS MIKE ARITA","LEINENKUGEL CREAMY DARK LAGER","PETES WICKED ALE","PETES WICKED STRAWBERRY BLOND","ROSCOES HOP HOUSE AMBER ALE","ROSCOES HOP HOUSE PALE ALE","BUCKLER NA","MOLSON CANADIAN","MOLSON ICE","SPARKS PLUS","MALTA INDIA","WARSTEINER PREMIUM DUNKEL","SAINT PAULI GIRL DARK","UPLAND DRAGONFLY IPA","MICHELOB SPCLTY ALES & LGRS W","BELLS TWO HEARTED ALE","NEW HOLLAND MAD HATTER IPA","SPARKS RED","UPLAND WHEAT ALE","WOODCHUCK DRAFT CIDER VARTY P","BUD ICE LIGHT","MOOSEHEAD LIGHT","SAMUEL ADAMS BREWMASTER COLLE","COORS NON ALCOHOLIC","TILT","BERGHOFF LAGER","BACARDI SILVER MOJITO PARTY P","SIERRA NEVADA PORTER","BUD ICE","NEW BELGIUM 1554 BLACK ALE","BUSCH NA","MIKES COCKTAILS CRANTINI","BERGHOFF DARK","SPANISH PEAKS BLACK DOG ALE","SPANISH PKS BLCK DG HONY RSPB","MIKES COCKTAILS LEMON DROP","SAMUEL ADAMS COASTAL WHEAT AL","AYINGER BRAU WEISSE","SAMUEL SMITHS NUT BROWN ALE","CHIMAY BLUE ALE","SMIRNOFF PREMM MXD DRNKS VRTY","MICHELOB GOLDEN DRAFT","MICHELOB PALE ALE","SAMUEL ADAMS BOSTON ALE","OLD MILWAUKEE N A","CZECHVAR","MICHELOB DUNKEL WEISSE","SAMUEL ADAMS BROWN ALE","LINDEMANS PECHE LAMBIC","SAMUEL SMITH ORGANIC LAGER","CHIMAY WHITE ALE","CARTA BLANCA","TECATE LIGHT","VICTORIA LAGER","CAPITAL ISLAND WHEAT ALE","LACROSSE LAGER","MOLSON GOLDEN","CAPITAL WISCONSIN AMBER","RED DOG","SCHLITZ","FRANZISKANER HEFE","BEAMISH IRISH STOUT","MIKES HARD POMEGRANATE LEMONA","SOUTHERN TIER SEASONAL","HARPOON SEASONAL","OKOCIM O K","BIG SKY MONTANA TROUT SLAYER","BERGHOFF SAMPLER","TWISTED TEA MIX PACK","HAMMS GENUINE DRAFT","DOGFISH HEAD RAISON D ETRE","CRISPIN NATRL HRD APPL CDR OR","METOLIUS GOLDEN STONE AMBER","METOLIUS DLLY VARDN INDI PAL","REDHOOK SLIM CHANCE LIGHT ALE","MICHELOB IRISH RED ALE","MCSORLEYS ALE","MCSORLEYS BLACK AND TAN","BECKS OKTOBERFEST","STAROPRAMEN","DOGFISH HEAD INDIAN BROWN ALE","TWO BROTHERS BITTR END PAL AL","TWO BROTHERS EBELS WEISS","STONE MILL","TWO BROTHERS DOMAINE DUPAGE","DELIRIUM TREMENS ALE","UNIBROUE BLANCHE DE CHAMBLY","TROIS PISTOLES AMBER ALE","GREAT LAKES VARIETY PACK","AMADEUS","SIERRA NEVADA KELLERWEIS","LA DIVINE ST LANDELIN","CRISPIN NATURL HRD APPL CIDR","LA GOUDALE","ANCHOR LIBERTY ALE","SAMUEL ADAMS CHOCOLATE BOCK","ANDELOT CUVEE EUPHORIQUE","ANDELOT CUVEE LUNATIQUE","ANDELOT CUVEE MYSTIQUE","ANDELOT CUVEE ANGELIQUE","HACKER PSCHORR OKTOBERFEST","MULTIPLE BRANDS","BELLS KALAMAZOO STOUT","ROGUE AMERICAN AMBER ALE","METOLIUS DAMSEL BLONDE ALE","CLAUSTHALER AMBER NA","GUINNESS BLACK LAGER","SAMUEL ADAMS LATITUDE 48 IPA","FLYING DOG SEASONAL","DUNDEE SEASONAL","SPATEN OPTIMATOR DARK","FLYING DOG IN HEAT WHEAT","HEBREW THE CHOSEN BEER MESSH","ABITA RESTORATION PALE ALE","ABITA SEASONAL","PEAK ORGANIC IPA","SHINER SEASONAL","SAMUEL ADAMS INFINIUM ALE","SPATEN OKTOBERFEST UR MARZEN","POINT WHITE BIERE","ROSCOES HOP HOUSE ORIGINAL IP","BIG SKY MONTANA MIXER","SPATEN OKTOBERFEST","UNIBROUE TROIS PISTOLES ALE","WARSTEINER OKTOBERFEST","REDHOOK SEASONAL","BLUE MOON SEASONAL","SUMMIT ALE SAMPLER","DOGFISH HEAD PUNKIN ALE","NORTH COAST SCRIMSHAW PILSNER","NORTH COAST RED SEAL ALE"
"1","Week1","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589",NA,"1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589",NA,"1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589",NA,NA,NA,"1589",NA,"1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589",NA,"1589","1589",NA,"1589",NA,"1589",NA,"1589",NA,NA,NA,NA,NA,NA,"1589","1589","1589",NA,"1589",NA,NA,"1589",NA,NA,"1589","1589","1589","1589","1589","1589",NA,"1589","1589","1589",NA,"1589","1589",NA,NA,"1589","1589","1589",NA,"1589","1589","1589",NA,"1589","1589","1589","1589","1589","1589","1589","1589",NA,"1589",NA,"1589",NA,NA,"1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589",NA,"1589",NA,"1589","1589","1589",NA,"1589","1589","1589","1589","1589",NA,"1589","1589","1589",NA,NA,"1589",NA,"1589","1589",NA,NA,NA,"1589","1589",NA,NA,NA,NA,NA,NA,NA,"1589","1589","1589","1589","1589","1589","1589","1589",NA,"1589","1589","1589",NA,"1589","1589",NA,"1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589","1589",NA,NA,NA,"1589","1589",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1589","1589","1589","1589","1589","1589",NA,"1589",NA,NA,NA,NA,NA,NA,"1589",NA,NA,"1589","1589","1589","1589","1589","1589",NA,NA,NA,"1589",NA,NA,"1589",NA,"1589",NA,NA,NA,"1589",NA,"1589",NA,NA,"1589",NA,"1589","1589",NA,"1589","1589","1589","1589","1589",NA,NA,NA,NA,"1589","1589","1589","1589","1589","1589","1589","1589",NA,NA,"1589",NA,"1589",NA,"1589","1589",NA,"1589",NA,NA,"1589",NA,NA,"1589",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Week2","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590",NA,"1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590",NA,"1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590",NA,NA,NA,NA,"1590",NA,"1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590",NA,"1590","1590","1590","1590","1590","1590","1590","1590","1590",NA,"1590","1590","1590","1590","1590","1590","1590","1590",NA,"1590",NA,"1590","1590","1590",NA,NA,NA,NA,NA,NA,NA,"1590","1590",NA,"1590",NA,NA,"1590","1590",NA,"1590","1590","1590","1590","1590","1590","1590","1590","1590","1590",NA,"1590","1590","1590",NA,"1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590",NA,"1590","1590","1590","1590",NA,"1590","1590","1590",NA,"1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590",NA,NA,NA,"1590","1590","1590",NA,"1590","1590","1590","1590","1590","1590","1590","1590","1590","1590",NA,"1590",NA,"1590","1590",NA,NA,"1590","1590","1590",NA,NA,NA,NA,NA,NA,NA,"1590","1590","1590","1590","1590","1590","1590","1590",NA,"1590","1590","1590",NA,"1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590","1590",NA,"1590",NA,"1590","1590",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1590","1590",NA,"1590","1590","1590","1590","1590","1590",NA,"1590",NA,NA,NA,"1590",NA,NA,"1590","1590","1590","1590",NA,NA,NA,NA,NA,"1590","1590",NA,NA,"1590","1590",NA,NA,NA,NA,NA,"1590",NA,NA,"1590",NA,"1590","1590",NA,"1590","1590",NA,NA,"1590","1590",NA,NA,NA,"1590","1590","1590","1590","1590","1590","1590",NA,NA,NA,"1590",NA,NA,NA,"1590","1590",NA,"1590","1590",NA,NA,NA,NA,"1590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Week3","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591",NA,"1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591",NA,"1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591",NA,NA,NA,NA,"1591",NA,"1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591",NA,"1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591",NA,"1591",NA,"1591","1591","1591",NA,NA,NA,NA,NA,NA,"1591","1591","1591",NA,"1591",NA,NA,"1591","1591",NA,"1591","1591","1591","1591","1591","1591","1591","1591","1591",NA,NA,"1591","1591","1591",NA,"1591","1591","1591","1591","1591","1591","1591",NA,"1591","1591","1591","1591","1591","1591","1591","1591",NA,"1591",NA,"1591","1591",NA,"1591","1591","1591",NA,"1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591",NA,NA,NA,"1591","1591",NA,"1591","1591","1591","1591","1591","1591","1591","1591","1591","1591","1591",NA,"1591",NA,"1591","1591",NA,NA,"1591","1591","1591",NA,NA,NA,NA,NA,NA,NA,"1591","1591","1591","1591","1591","1591","1591","1591",NA,"1591","1591","1591","1591","1591","1591",NA,"1591","1591","1591","1591","1591","1591","1591",NA,"1591","1591","1591","1591",NA,"1591",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1591",NA,"1591","1591",NA,"1591","1591","1591","1591","1591","1591","1591","1591",NA,NA,NA,"1591",NA,NA,"1591","1591","1591","1591","1591","1591",NA,NA,NA,"1591","1591",NA,NA,NA,"1591","1591",NA,NA,NA,NA,"1591",NA,NA,"1591",NA,"1591","1591",NA,"1591","1591","1591",NA,"1591","1591",NA,NA,NA,"1591","1591","1591","1591","1591","1591","1591","1591",NA,NA,"1591",NA,NA,NA,"1591","1591",NA,"1591","1591","1591","1591","1591",NA,"1591",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Week4","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592",NA,"1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592",NA,"1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592",NA,NA,NA,NA,"1592",NA,"1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592",NA,"1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592",NA,"1592","1592",NA,"1592",NA,"1592","1592",NA,NA,NA,NA,NA,NA,NA,"1592","1592","1592",NA,"1592",NA,NA,"1592","1592",NA,"1592","1592","1592","1592","1592","1592",NA,"1592","1592","1592",NA,"1592","1592","1592",NA,"1592","1592","1592",NA,"1592","1592","1592",NA,"1592","1592","1592","1592","1592","1592","1592","1592",NA,"1592",NA,"1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592",NA,"1592",NA,"1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592","1592",NA,"1592","1592",NA,NA,"1592","1592","1592",NA,NA,NA,NA,NA,NA,NA,"1592","1592","1592","1592","1592","1592","1592","1592",NA,"1592","1592","1592","1592","1592","1592",NA,"1592",NA,"1592",NA,NA,"1592","1592",NA,"1592","1592","1592","1592",NA,"1592",NA,"1592",NA,NA,NA,NA,NA,NA,"1592",NA,"1592",NA,"1592","1592",NA,"1592","1592","1592",NA,"1592","1592","1592",NA,NA,NA,NA,"1592",NA,NA,"1592",NA,"1592","1592","1592","1592",NA,NA,NA,"1592","1592",NA,NA,NA,"1592",NA,NA,NA,NA,"1592","1592",NA,NA,"1592",NA,"1592","1592",NA,"1592","1592",NA,NA,"1592","1592",NA,NA,NA,"1592","1592","1592","1592","1592","1592","1592",NA,NA,NA,NA,NA,NA,NA,"1592","1592",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Week5","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593",NA,"1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593",NA,"1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593",NA,NA,NA,"1593",NA,"1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593",NA,"1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593",NA,"1593","1593",NA,"1593",NA,"1593","1593",NA,NA,NA,NA,NA,NA,NA,"1593","1593","1593",NA,"1593",NA,NA,"1593","1593",NA,"1593","1593","1593","1593","1593","1593",NA,"1593","1593",NA,NA,NA,"1593","1593",NA,"1593","1593","1593","1593","1593","1593","1593",NA,"1593","1593","1593","1593","1593","1593","1593","1593",NA,"1593","1593","1593","1593","1593","1593","1593","1593",NA,"1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593",NA,NA,"1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593",NA,NA,"1593","1593","1593",NA,NA,NA,"1593",NA,NA,NA,"1593","1593","1593","1593","1593","1593","1593","1593",NA,"1593","1593","1593",NA,"1593",NA,NA,"1593","1593","1593","1593",NA,"1593","1593","1593","1593","1593","1593","1593",NA,"1593",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1593","1593",NA,"1593","1593","1593","1593",NA,"1593","1593",NA,NA,NA,NA,"1593",NA,NA,NA,"1593","1593","1593",NA,NA,NA,NA,NA,"1593","1593",NA,"1593","1593","1593",NA,"1593","1593",NA,"1593","1593",NA,NA,"1593",NA,"1593","1593",NA,"1593",NA,NA,NA,"1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593","1593",NA,"1593",NA,NA,NA,"1593","1593",NA,"1593","1593",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
